,Ward name,Borough name,City,Address,location,point
282,West Harrow,Harrow,London,"West Harrow,Harrow,London","West Harrow, The Gardens, South Harrow, London Borough of Harrow, London, Greater London, England, HA1 4FP, United Kingdom","(51.5795852, -0.3530692, 0.0)"
283,Brooklands,Havering,London,"Brooklands,Havering,London","Brooklands Road, Collier Row, London Borough of Havering, London, Greater London, England, RM7 7EB, United Kingdom","(51.5807764, 0.1734282, 0.0)"
284,Cranham,Havering,London,"Cranham,Havering,London","Cranham, London Borough of Havering, London, Greater London, England, RM14 1EB, United Kingdom","(51.5614882, 0.2679097, 0.0)"
285,Elm Park,Havering,London,"Elm Park,Havering,London","Elm Park, The Broadway, Elm Park, London Borough of Havering, London, Greater London, England, RM12 4RW, United Kingdom","(51.549579, 0.1974303, 0.0)"
286,Emerson Park,Havering,London,"Emerson Park,Havering,London","Emerson Park, Butts Green Road, Emerson Park, London Borough of Havering, London, Greater London, England, RM11 2JP, United Kingdom","(51.5686007, 0.2202375, 0.0)"
287,Gooshays,Havering,London,"Gooshays,Havering,London","Gooshays Drive, Harold Hill, London Borough of Havering, London, Greater London, England, RM3 8YJ, United Kingdom","(51.6057414, 0.2250343, 0.0)"
288,Hacton,Havering,London,"Hacton,Havering,London","Hacton Lane, Hornchurch, London Borough of Havering, London, Greater London, England, RM14 2NL, United Kingdom","(51.5507766, 0.2328845, 0.0)"
289,Harold Wood,Havering,London,"Harold Wood,Havering,London","Harold Wood, London Borough of Havering, London, Greater London, England, RM3 0LP, United Kingdom","(51.5936326, 0.2310497, 0.0)"
290,Havering Park,Havering,London,"Havering Park,Havering,London","Havering Park, Firbank Road, Collier Row, London Borough of Havering, London, Greater London, England, RM5 2TR, United Kingdom","(51.6089815, 0.1644474, 0.0)"
291,Heaton,Havering,London,"Heaton,Havering,London","Heaton Way, Harold Hill, London Borough of Havering, London, Greater London, England, RM3 7HA, United Kingdom","(51.6000079, 0.208919, 0.0)"
292,Hylands,Havering,London,"Hylands,Havering,London","Hylands Park, Gidea Park, London Borough of Havering, London, Greater London, England, United Kingdom","(51.57116995, 0.2006150894515811, 0.0)"
293,Mawneys,Havering,London,"Mawneys,Havering,London",,
294,Pettits,Havering,London,"Pettits,Havering,London","Pettits Lane, Gidea Park, London Borough of Havering, London, Greater London, England, RM1 4SE, United Kingdom","(51.5871445, 0.1858512, 0.0)"
295,Rainham and Wennington,Havering,London,"Rainham and Wennington,Havering,London","Rainham, London Borough of Havering, London, Greater London, England, RM13 9AL, United Kingdom","(51.5167284, 0.1996559, 0.0)"
296,Romford Town,Havering,London,"Romford Town,Havering,London","Romford, London, Greater London, England, RM1 1RX, United Kingdom","(51.5760462, 0.1822646, 0.0)"
297,St. Andrew's,Havering,London,"St. Andrew's,Havering,London","London Borough of Havering, London, Greater London, England, United Kingdom","(51.55792615, 0.24981280474568598, 0.0)"
298,South Hornchurch,Havering,London,"South Hornchurch,Havering,London","South Hornchurch, London Borough of Havering, London, Greater London, England, RM13 7XR, United Kingdom","(51.5330916, 0.1912727, 0.0)"
299,Squirrel's Heath,Havering,London,"Squirrel's Heath,Havering,London","Squirrels Heath Road, Harold Wood, London Borough of Havering, London, Greater London, England, RM3 0NS, United Kingdom","(51.5898585, 0.2356099, 0.0)"
300,Upminster,Havering,London,"Upminster,Havering,London","Upminster, Station Approach, Upminster, London Borough of Havering, London, Greater London, England, RM14 2FF, United Kingdom","(51.5589502, 0.2520875, 0.0)"
301,Barnhill,Hillingdon,London,"Barnhill,Hillingdon,London","Barnhill, Eastcote, London Borough of Hillingdon, London, Greater London, England, HA5 2SZ, United Kingdom","(51.5879314, -0.3930981, 0.0)"
302,Botwell,Hillingdon,London,"Botwell,Hillingdon,London","Botwell Common Road, Hayes, London Borough of Hillingdon, London, Greater London, England, UB3 1JE, United Kingdom","(51.5146764, -0.4320206, 0.0)"
303,Brunel,Hillingdon,London,"Brunel,Hillingdon,London","Brunel University London, Kingston Lane, Hillingdon, London Borough of Hillingdon, London, Greater London, England, UB8 3PW, United Kingdom","(51.53255315, -0.47399356205057463, 0.0)"
304,Cavendish,Hillingdon,London,"Cavendish,Hillingdon,London","The Cavendish, Field End Road, Eastcote, London Borough of Hillingdon, London, Greater London, England, HA4 9PG, United Kingdom","(51.572667949999996, -0.3950043845953086, 0.0)"
305,Charville,Hillingdon,London,"Charville,Hillingdon,London","Charville Young People's Centre, Yeading, London Borough of Hillingdon, London, Greater London, England, United Kingdom","(51.5335444, -0.4154092734602755, 0.0)"
306,Eastcote and East Ruislip,Hillingdon,London,"Eastcote and East Ruislip,Hillingdon,London","Eastcote, Pinner, Ruislip, London, Greater London, England, HA4 8SZ, United Kingdom","(51.5795418, -0.4016534, 0.0)"
307,Harefield,Hillingdon,London,"Harefield,Hillingdon,London","Harefield, London, Greater London, England, UB9 6BJ, United Kingdom","(51.6041828, -0.4825622, 0.0)"
308,Heathrow Villages,Hillingdon,London,"Heathrow Villages,Hillingdon,London",,
309,Hillingdon East,Hillingdon,London,"Hillingdon East,Hillingdon,London","Hillingdon, London, Greater London, England, UB10 0LG, United Kingdom","(51.532563, -0.453256, 0.0)"
310,Ickenham,Hillingdon,London,"Ickenham,Hillingdon,London","Ickenham, Glebe Avenue, Hillingdon, London Borough of Hillingdon, London, Greater London, England, UB10 8PA, United Kingdom","(51.5615698, -0.4423513, 0.0)"
311,Manor,Hillingdon,London,"Manor,Hillingdon,London","London Borough of Hillingdon, London, Greater London, England, United Kingdom","(51.542519299999995, -0.44833493117949663, 0.0)"
312,Northwood,Hillingdon,London,"Northwood,Hillingdon,London","Northwood, London Borough of Hillingdon, London, Greater London, England, HA6 1HF, United Kingdom","(51.6051713, -0.4205812, 0.0)"
313,Northwood Hills,Hillingdon,London,"Northwood Hills,Hillingdon,London","Northwood Hills, Ferndown, Eastcote Village, Northwood, London Borough of Hillingdon, London, Greater London, England, HA6 1PH, United Kingdom","(51.6001534, -0.4084575, 0.0)"
314,Pinkwell,Hillingdon,London,"Pinkwell,Hillingdon,London","Pinkwell Park, Hayes, London Borough of Hillingdon, London, Greater London, England, United Kingdom","(51.499647100000004, -0.44012715717433804, 0.0)"
315,South Ruislip,Hillingdon,London,"South Ruislip,Hillingdon,London","South Ruislip, Station Approach, Yeading, London Borough of Hillingdon, London, Greater London, England, HA4 6TP, United Kingdom","(51.5569909, -0.3990635, 0.0)"
316,Townfield,Hillingdon,London,"Townfield,Hillingdon,London","Townfield Road, Hayes, London Borough of Hillingdon, London, Greater London, England, UB3 2EW, United Kingdom","(51.511497, -0.415856, 0.0)"
317,Uxbridge North,Hillingdon,London,"Uxbridge North,Hillingdon,London","Uxbridge, Baker's Road, Hillingdon, London Borough of Hillingdon, London, Greater London, England, UB8 1RG, United Kingdom","(51.546655, -0.4775114, 0.0)"
318,Uxbridge South,Hillingdon,London,"Uxbridge South,Hillingdon,London","Uxbridge, Baker's Road, Hillingdon, London Borough of Hillingdon, London, Greater London, England, UB8 1RG, United Kingdom","(51.546655, -0.4775114, 0.0)"
319,West Drayton,Hillingdon,London,"West Drayton,Hillingdon,London","West Drayton, London Borough of Hillingdon, London, Greater London, England, UB7 7GD, United Kingdom","(51.503513, -0.4662704, 0.0)"
320,West Ruislip,Hillingdon,London,"West Ruislip,Hillingdon,London","West Ruislip, Ickenham Road, Northwood, London Borough of Hillingdon, London, Greater London, England, HA4 7DP, United Kingdom","(51.5695047, -0.4370447, 0.0)"
321,Yeading,Hillingdon,London,"Yeading,Hillingdon,London","Yeading, London Borough of Hillingdon, London, Greater London, England, UB4 9AD, United Kingdom","(51.527239, -0.3992705, 0.0)"
322,Yiewsley,Hillingdon,London,"Yiewsley,Hillingdon,London","Yiewsley, London Borough of Hillingdon, London, Greater London, England, UB7 7QJ, United Kingdom","(51.5128661, -0.4741522, 0.0)"
323,Bedfont,Hounslow,London,"Bedfont,Hounslow,London","Bedfont, London Borough of Hounslow, London, Greater London, England, TW14 8DH, United Kingdom","(51.4530683, -0.4334413, 0.0)"
324,Brentford,Hounslow,London,"Brentford,Hounslow,London","Brentford, London, Greater London, England, TW8 9DE, United Kingdom","(51.4863958, -0.3216623, 0.0)"
325,Chiswick Homefields,Hounslow,London,"Chiswick Homefields,Hounslow,London",,
326,Chiswick Riverside,Hounslow,London,"Chiswick Riverside,Hounslow,London","Chiswick, London, Greater London, England, W4 5UL, United Kingdom","(51.4923137, -0.263818, 0.0)"
327,Cranford,Hounslow,London,"Cranford,Hounslow,London","Cranford, London Borough of Hounslow, London, Greater London, England, TW5 9QG, United Kingdom","(51.4806709, -0.4096772, 0.0)"
328,Feltham North,Hounslow,London,"Feltham North,Hounslow,London","Feltham, London Borough of Hounslow, London, Greater London, England, TW13 4AB, United Kingdom","(51.4442232, -0.410659, 0.0)"
329,Feltham West,Hounslow,London,"Feltham West,Hounslow,London","Feltham, London Borough of Hounslow, London, Greater London, England, TW13 4AB, United Kingdom","(51.4442232, -0.410659, 0.0)"
330,Hanworth,Hounslow,London,"Hanworth,Hounslow,London","Hanworth, London Borough of Hounslow, London, Greater London, England, TW13 6YE, United Kingdom","(51.4348478, -0.3903611, 0.0)"
331,Hanworth Park,Hounslow,London,"Hanworth Park,Hounslow,London","Hanworth Park, North Feltham, Hanworth, London Borough of Hounslow, London, Greater London, England, United Kingdom","(51.439342249999996, -0.3975125804317526, 0.0)"
332,Heston Central,Hounslow,London,"Heston Central,Hounslow,London","Heston, Hounslow, London, Greater London, England, TW5 0RU, United Kingdom","(51.4854573, -0.3719561, 0.0)"
333,Heston East,Hounslow,London,"Heston East,Hounslow,London","Heston, Hounslow, London, Greater London, England, TW5 0RU, United Kingdom","(51.4854573, -0.3719561, 0.0)"
334,Heston West,Hounslow,London,"Heston West,Hounslow,London","Heston, Hounslow, London, Greater London, England, TW5 0RU, United Kingdom","(51.4854573, -0.3719561, 0.0)"
335,Hounslow Central,Hounslow,London,"Hounslow Central,Hounslow,London","Hounslow Central, Concorde Close, Lampton, London Borough of Hounslow, London, Greater London, England, TW3 4DG, United Kingdom","(51.471307, -0.3662332, 0.0)"
336,Hounslow Heath,Hounslow,London,"Hounslow Heath,Hounslow,London","Hounslow Heath, North Feltham, Hounslow West, London Borough of Hounslow, London, Greater London, England, United Kingdom","(51.4578773, -0.38514812469308957, 0.0)"
337,Hounslow South,Hounslow,London,"Hounslow South,Hounslow,London","Hounslow, London, Greater London, England, TW3 1BL, United Kingdom","(51.4686132, -0.3613471, 0.0)"
338,Hounslow West,Hounslow,London,"Hounslow West,Hounslow,London","Hounslow West, Ambassador Close, Hounslow West, London Borough of Hounslow, London, Greater London, England, TW3 3DW, United Kingdom","(51.4735822, -0.3858181, 0.0)"
339,Isleworth,Hounslow,London,"Isleworth,Hounslow,London","Isleworth, Hounslow, London, Greater London, England, TW7 7EL, United Kingdom","(51.4683558, -0.3263111, 0.0)"
340,Osterley and Spring Grove,Hounslow,London,"Osterley and Spring Grove,Hounslow,London","Osterley, Great West Road, Osterley, London Borough of Hounslow, London, Greater London, England, TW7 4PX, United Kingdom","(51.4812336, -0.3521981, 0.0)"
341,Syon,Hounslow,London,"Syon,Hounslow,London","Syon House, Lime Avenue, Isleworth, London Borough of Hounslow, London, Greater London, England, TW8 8JG, United Kingdom","(51.476794600000005, -0.31219337000097136, 0.0)"
342,Turnham Green,Hounslow,London,"Turnham Green,Hounslow,London","Turnham Green, Thornton Avenue, London Borough of Hounslow, London, Greater London, England, W4 1QF, United Kingdom","(51.4951314, -0.2546948, 0.0)"
343,Barnsbury,Islington,London,"Barnsbury,Islington,London","Barnsbury, London, Greater London, England, N1 1BG, United Kingdom","(51.5389351, -0.114735, 0.0)"
344,Bunhill,Islington,London,"Bunhill,Islington,London","Bunhill Fields, London Borough of Islington, London, Greater London, England, United Kingdom","(51.523487149999994, -0.08875709174412708, 0.0)"
345,Caledonian,Islington,London,"Caledonian,Islington,London","Caledonian, 355, Caledonian Road, Angel, Barnsbury, London Borough of Islington, London, Greater London, England, N7 8UA, United Kingdom","(51.5431206, -0.1176239, 0.0)"
346,Canonbury,Islington,London,"Canonbury,Islington,London","Canonbury, London Borough of Islington, London, Greater London, England, N1 2TB, United Kingdom","(51.5430358, -0.0954008, 0.0)"
347,Clerkenwell,Islington,London,"Clerkenwell,Islington,London","Clerkenwell, London, Greater London, England, EC1R 0EA, United Kingdom","(51.5237268, -0.1055555, 0.0)"
348,Finsbury Park,Islington,London,"Finsbury Park,Islington,London","Finsbury Park, Station Place, Finsbury Park, London Borough of Islington, London, Greater London, England, N4 2DQ, United Kingdom","(51.5648345, -0.1064144, 0.0)"
349,Highbury East,Islington,London,"Highbury East,Islington,London","Highbury, London, Greater London, England, N1 2LF, United Kingdom","(51.5457996, -0.1027127, 0.0)"
350,Highbury West,Islington,London,"Highbury West,Islington,London","Highbury, London, Greater London, England, N1 2LF, United Kingdom","(51.5457996, -0.1027127, 0.0)"
351,Hillrise,Islington,London,"Hillrise,Islington,London","Hillrise Road, New Orleans Estate, London Borough of Islington, London, Greater London, England, N19 3PT, United Kingdom","(51.5716355, -0.1243869, 0.0)"
352,Holloway,Islington,London,"Holloway,Islington,London","Holloway, London Borough of Islington, London, Greater London, England, N7 6QA, United Kingdom","(51.5572453, -0.1183706, 0.0)"
353,Junction,Islington,London,"Junction,Islington,London","The Junction, Holloway Road, Angel, Lower Holloway, London Borough of Islington, London, Greater London, England, N7 8HG, United Kingdom","(51.5522032, -0.111195, 0.0)"
354,Mildmay,Islington,London,"Mildmay,Islington,London","Mildmay Park, Islington, London, Greater London, England, N1, United Kingdom","(51.5473979, -0.0852963, 0.0)"
355,St. George's,Islington,London,"St. George's,Islington,London","London AMF, George's Road, Angel, Lower Holloway, London Borough of Islington, London, Greater London, England, N7 8HD, United Kingdom","(51.5503713, -0.11280317169124077, 0.0)"
356,St. Mary's,Islington,London,"St. Mary's,Islington,London","Islington, London, Greater London, England, N1, United Kingdom","(51.5384287, -0.0999051, 0.0)"
357,St. Peter's,Islington,London,"St. Peter's,Islington,London","St. Peter's Street, Angel, Islington, London Borough of Islington, London, Greater London, England, N1, United Kingdom","(51.5361815, -0.1016861, 0.0)"
358,Tollington,Islington,London,"Tollington,Islington,London","Tollington, Tollington Road, Lower Holloway, London Borough of Islington, London, Greater London, England, N7 6DZ, United Kingdom","(51.5575468, -0.1128611, 0.0)"
359,Abingdon,Kensington and Chelsea,London,"Abingdon,Kensington and Chelsea,London","Abingdon Road, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 6AD, United Kingdom","(51.4994527, -0.1973247, 0.0)"
360,Brompton & Hans Town,Kensington and Chelsea,London,"Brompton & Hans Town,Kensington and Chelsea,London",,
361,Campden,Kensington and Chelsea,London,"Campden,Kensington and Chelsea,London","Campden Hill Gate, Notting Hill, Royal Borough of Kensington and Chelsea, London, Greater London, England, United Kingdom","(51.50285115, -0.19954406493316598, 0.0)"
362,Chelsea Riverside,Kensington and Chelsea,London,"Chelsea Riverside,Kensington and Chelsea,London","Chelsea, London, Greater London, England, SW3 5EE, United Kingdom","(51.4875417, -0.1682205, 0.0)"
363,Colville,Kensington and Chelsea,London,"Colville,Kensington and Chelsea,London","Colville Square Gardens, Notting Hill, Royal Borough of Kensington and Chelsea, London, Greater London, England, United Kingdom","(51.515727999999996, -0.2037664141544857, 0.0)"
364,Courtfield,Kensington and Chelsea,London,"Courtfield,Kensington and Chelsea,London","Courtfield, Earl's Court Gardens, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 0TF, United Kingdom","(51.4921289, -0.1926267, 0.0)"
365,Dalgarno,Kensington and Chelsea,London,"Dalgarno,Kensington and Chelsea,London","Dalgarno Way, Silchester Estate, North Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W10 5LE, United Kingdom","(51.5241633, -0.223342, 0.0)"
366,Earl's Court,Kensington and Chelsea,London,"Earl's Court,Kensington and Chelsea,London","Earl's Court, Trebovir Road, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9LY, United Kingdom","(51.4916123, -0.193903, 0.0)"
367,Golborne,Kensington and Chelsea,London,"Golborne,Kensington and Chelsea,London","Golborne Road, North Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W10 5PR, United Kingdom","(51.5226182, -0.2073744, 0.0)"
368,Holland,Kensington and Chelsea,London,"Holland,Kensington and Chelsea,London","Holland Park, Notting Hill, Royal Borough of Kensington and Chelsea, London, Greater London, England, United Kingdom","(51.50301195, -0.20414761379575316, 0.0)"
369,Norland,Kensington and Chelsea,London,"Norland,Kensington and Chelsea,London","Norland Square, Notting Hill, Royal Borough of Kensington and Chelsea, London, Greater London, England, United Kingdom","(51.5067321, -0.21034195000000083, 0.0)"
370,Notting Dale,Kensington and Chelsea,London,"Notting Dale,Kensington and Chelsea,London",,
371,Pembridge,Kensington and Chelsea,London,"Pembridge,Kensington and Chelsea,London","Pembridge Hall School, 18, Pembridge Square, Royal Borough of Kensington and Chelsea, London, Greater London, England, W2 4EJ, United Kingdom","(51.51153335, -0.19351657675363593, 0.0)"
372,Queen's Gate,Kensington and Chelsea,London,"Queen's Gate,Kensington and Chelsea,London","Queen's Gate, Brompton, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW7 5AG, United Kingdom","(51.4926349, -0.178536, 0.0)"
373,Redcliffe,Kensington and Chelsea,London,"Redcliffe,Kensington and Chelsea,London","Redcliffe Mews, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW10 9JT, United Kingdom","(51.4868901, -0.1867269, 0.0)"
374,Royal Hospital,Kensington and Chelsea,London,"Royal Hospital,Kensington and Chelsea,London","Royal Hospital, Royal Hospital Road, City of Westminster, London, Greater London, England, SW3 4HW, United Kingdom","(51.48709375, -0.1586739012452613, 0.0)"
375,St. Helen's,Kensington and Chelsea,London,"St. Helen's,Kensington and Chelsea,London","St Helen's, St Helens Gardens, Silchester Estate, North Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W10 6LP, United Kingdom","(51.5188629, -0.21810583086955954, 0.0)"
376,Stanley,Kensington and Chelsea,London,"Stanley,Kensington and Chelsea,London","Stanley Gardens, Notting Hill, Royal Borough of Kensington and Chelsea, London, Greater London, England, W11 2ND, United Kingdom","(51.5121457, -0.2042205, 0.0)"
377,Alexandra,Kingston upon Thames,London,"Alexandra,Kingston upon Thames,London","Alexandra Millenium Green, Tolworth, Berrylands, Royal Borough of Kingston upon Thames, London, Greater London, England, United Kingdom","(51.38648405, -0.28626792477186014, 0.0)"
378,Berrylands,Kingston upon Thames,London,"Berrylands,Kingston upon Thames,London","Berrylands, Royal Borough of Kingston upon Thames, London, Greater London, England, KT5 8JZ, United Kingdom","(51.3937811, -0.2848024, 0.0)"
379,Beverley,Kingston upon Thames,London,"Beverley,Kingston upon Thames,London","Beverley Brook, Royal Borough of Kingston upon Thames, London, Greater London, England, KT4 8DF, United Kingdom","(51.3879519, -0.2394595, 0.0)"
380,Canbury,Kingston upon Thames,London,"Canbury,Kingston upon Thames,London","Canbury Gardens, Royal Borough of Kingston upon Thames, London, Greater London, England, KT2 5AU, United Kingdom","(51.41749865, -0.30555280504926163, 0.0)"
381,Chessington North and Hook,Kingston upon Thames,London,"Chessington North and Hook,Kingston upon Thames,London","Chessington North, Bridge Road, Chessington, Royal Borough of Kingston upon Thames, London, Greater London, England, KT9 2RT, United Kingdom","(51.363982, -0.3007319, 0.0)"
382,Chessington South,Kingston upon Thames,London,"Chessington South,Kingston upon Thames,London","Chessington South, Station Road, Chessington, Royal Borough of Kingston upon Thames, London, Greater London, England, KT9 2JT, United Kingdom","(51.35675, -0.308097, 0.0)"
383,Coombe Hill,Kingston upon Thames,London,"Coombe Hill,Kingston upon Thames,London","Coombe, Royal Borough of Kingston upon Thames, London, Greater London, England, KT2 7HS, United Kingdom","(51.4194499, -0.2653985, 0.0)"
384,Coombe Vale,Kingston upon Thames,London,"Coombe Vale,Kingston upon Thames,London","Coombe, Royal Borough of Kingston upon Thames, London, Greater London, England, KT2 7HS, United Kingdom","(51.4194499, -0.2653985, 0.0)"
385,Grove,Kingston upon Thames,London,"Grove,Kingston upon Thames,London","Kingston upon Thames, London, Greater London, England, KT1 1JS, United Kingdom","(51.4096275, -0.3062621, 0.0)"
386,Norbiton,Kingston upon Thames,London,"Norbiton,Kingston upon Thames,London","Norbiton, Royal Borough of Kingston upon Thames, London, Greater London, England, KT1 3NJ, United Kingdom","(51.4099994, -0.2873963, 0.0)"
387,Old Malden,Kingston upon Thames,London,"Old Malden,Kingston upon Thames,London","Old Malden, Royal Borough of Kingston upon Thames, London, Greater London, England, KT4 7RR, United Kingdom","(51.382484, -0.2590897, 0.0)"
388,St. James,Kingston upon Thames,London,"St. James,Kingston upon Thames,London","St. James' Road, Seething Wells, Surbiton, Royal Borough of Kingston upon Thames, London, Greater London, England, KT6 4LF, United Kingdom","(51.3932066, -0.3046482, 0.0)"
389,St. Mark's,Kingston upon Thames,London,"St. Mark's,Kingston upon Thames,London","Kingston upon Thames, London, Greater London, England, KT1 1JS, United Kingdom","(51.4096275, -0.3062621, 0.0)"
390,Surbiton Hill,Kingston upon Thames,London,"Surbiton Hill,Kingston upon Thames,London","Surbiton, Royal Borough of Kingston upon Thames, London, Greater London, England, KT6 4LJ, United Kingdom","(51.3937557, -0.3033105, 0.0)"
391,Tolworth and Hook Rise,Kingston upon Thames,London,"Tolworth and Hook Rise,Kingston upon Thames,London","Tolworth, Surbiton, London, Greater London, England, KT6 7PZ, United Kingdom","(51.3788758, -0.2828604, 0.0)"
392,Tudor,Kingston upon Thames,London,"Tudor,Kingston upon Thames,London","Tudor Drive, Royal Borough of Kingston upon Thames, London, Greater London, England, KT2 5NN, United Kingdom","(51.429961, -0.3052083, 0.0)"
393,Bishop's,Lambeth,London,"Bishop's,Lambeth,London","Bishop's Terrace, Lambeth, London Borough of Lambeth, London, Greater London, England, SE11, United Kingdom","(51.4934968, -0.1097695, 0.0)"
394,Brixton Hill,Lambeth,London,"Brixton Hill,Lambeth,London","Brixton Hill, Streatham Hill, London Borough of Lambeth, London, Greater London, England, SW2 1HP, United Kingdom","(51.4466839, -0.1242801, 0.0)"
395,Clapham Common,Lambeth,London,"Clapham Common,Lambeth,London","Clapham Common, Clapham High Street, Clapham Park, London Borough of Lambeth, London, Greater London, England, SW4 7UG, United Kingdom","(51.4620748, -0.1373589, 0.0)"
396,Clapham Town,Lambeth,London,"Clapham Town,Lambeth,London","Clapham, London, Greater London, England, SW4 0BG, United Kingdom","(51.4622924, -0.1388561, 0.0)"
397,Coldharbour,Lambeth,London,"Coldharbour,Lambeth,London","Coldharbour Lane, Stockwell, London Borough of Lambeth, London, Greater London, England, SW9 8LL, United Kingdom","(51.4616328, -0.1133636, 0.0)"
398,Ferndale,Lambeth,London,"Ferndale,Lambeth,London","Lambeth, London, Greater London, England, SE1 7GD, United Kingdom","(51.5013012, -0.117287, 0.0)"
399,Gipsy Hill,Lambeth,London,"Gipsy Hill,Lambeth,London","Gipsy Hill, Sainsbury Road, London Borough of Lambeth, London, Greater London, England, SE19 1QL, United Kingdom","(51.4247042, -0.0845885, 0.0)"
400,Herne Hill,Lambeth,London,"Herne Hill,Lambeth,London","Herne Hill, Milkwood Road, Herne Hill, London Borough of Lambeth, London, Greater London, England, SE24 0GF, United Kingdom","(51.4534691, -0.1022835, 0.0)"
401,Knight's Hill,Lambeth,London,"Knight's Hill,Lambeth,London","Knight's Hill, West Norwood, London Borough of Lambeth, London, Greater London, England, SE27 0JL, United Kingdom","(51.4296577, -0.1042819, 0.0)"
402,Larkhall,Lambeth,London,"Larkhall,Lambeth,London","Larkhall Quarter, Clapham Park, London Borough of Lambeth, London, Greater London, England, United Kingdom","(51.46804485, -0.1366373978454975, 0.0)"
403,Oval,Lambeth,London,"Oval,Lambeth,London","Kia Oval, Clayton Street, Kennington Park Estate, Kennington, London Borough of Lambeth, London, Greater London, England, SE11 5SS, United Kingdom","(51.48375215, -0.11496182711601476, 0.0)"
404,Prince's,Lambeth,London,"Prince's,Lambeth,London",,
405,St. Leonard's,Lambeth,London,"St. Leonard's,Lambeth,London","St Leonard's, Riggindale Road, Manor Park, London Borough of Lambeth, London, Greater London, England, SW16 1QS, United Kingdom","(51.42912525, -0.1325481505317565, 0.0)"
406,Stockwell,Lambeth,London,"Stockwell,Lambeth,London","Stockwell, Clapham Road, Stockwell, London Borough of Lambeth, London, Greater London, England, SW9 9BF, United Kingdom","(51.472211, -0.1225014, 0.0)"
407,Streatham Hill,Lambeth,London,"Streatham Hill,Lambeth,London","Streatham Hill, London, Greater London, England, SW2 3TH, United Kingdom","(51.4407385, -0.1223171, 0.0)"
408,Streatham South,Lambeth,London,"Streatham South,Lambeth,London","Streatham, London, Greater London, England, SW16 1QR, United Kingdom","(51.429769, -0.1311105, 0.0)"
409,Streatham Wells,Lambeth,London,"Streatham Wells,Lambeth,London","Streatham Wells Primary School, 50, Palace Road, Streatham Hill, London Borough of Lambeth, London, Greater London, England, SW2 3NJ, United Kingdom","(51.440114050000005, -0.11621515398864968, 0.0)"
410,Thornton,Lambeth,London,"Thornton,Lambeth,London","Thornton Street, Stockwell, London Borough of Lambeth, London, Greater London, England, SW9 0DJ, United Kingdom","(51.4700682, -0.1132741, 0.0)"
411,Thurlow Park,Lambeth,London,"Thurlow Park,Lambeth,London","Thurlow Park & Knight's Hill Wards, 186, Norwood Road, Tulse Hill, London Borough of Lambeth, London, Greater London, England, SE27 9AU, United Kingdom","(51.4397011, -0.1064738, 0.0)"
412,Tulse Hill,Lambeth,London,"Tulse Hill,Lambeth,London","Tulse Hill, Station Rise, Tulse Hill, London Borough of Lambeth, London, Greater London, England, SE27 9BQ, United Kingdom","(51.439867, -0.1050481, 0.0)"
413,Vassall,Lambeth,London,"Vassall,Lambeth,London","Vassall Road, Kennington, London Borough of Lambeth, London, Greater London, England, SW9 6JA, United Kingdom","(51.4779421, -0.1053524, 0.0)"
414,Bellingham,Lewisham,London,"Bellingham,Lewisham,London","Bellingham, Randlesdown Road, Bellingham, London Borough of Lewisham, London, Greater London, England, SE6 3BS, United Kingdom","(51.4329913, -0.0193662, 0.0)"
415,Blackheath,Lewisham,London,"Blackheath,Lewisham,London","Blackheath, London Borough of Lewisham, London, Greater London, England, SE3 0BU, United Kingdom","(51.4663175, 0.0085624, 0.0)"
416,Brockley,Lewisham,London,"Brockley,Lewisham,London","Brockley, London Borough of Lewisham, London, Greater London, England, SE4 2BE, United Kingdom","(51.4578328, -0.0360868, 0.0)"
417,Catford South,Lewisham,London,"Catford South,Lewisham,London","Catford South, London Borough of Lewisham, London, Greater London, England, SE6 1SY, United Kingdom","(51.440517, -0.0059785, 0.0)"
418,Crofton Park,Lewisham,London,"Crofton Park,Lewisham,London","Crofton Park, Brockley Road, Telegraph Hill, Brockley, London Borough of Lewisham, London, Greater London, England, SE4 2AG, United Kingdom","(51.4552107, -0.0366376, 0.0)"
419,Downham,Lewisham,London,"Downham,Lewisham,London","Downham, London Borough of Lewisham, London, Greater London, England, BR1 5EL, United Kingdom","(51.426111, 0.0064566, 0.0)"
420,Evelyn,Lewisham,London,"Evelyn,Lewisham,London","Evelyn Green, Hughesfield Estate, New Cross, London Borough of Lewisham, London, Greater London, England, United Kingdom","(51.4812646, -0.03200095316539856, 0.0)"
421,Forest Hill,Lewisham,London,"Forest Hill,Lewisham,London","Forest Hill, Perry Vale, Forest Hill, London Borough of Lewisham, London, Greater London, England, SE23 2AR, United Kingdom","(51.4392419, -0.0530903, 0.0)"
422,Grove Park,Lewisham,London,"Grove Park,Lewisham,London","Grove Park, London Borough of Lewisham, London, Greater London, England, SE12 0BJ, United Kingdom","(51.4318969, 0.0212344, 0.0)"
